protein,chain,source_file,segment_id,segment_label,segment_start_seq_index,segment_end_seq_index,segment_length,segment_start_res_i,segment_end_res_j,fft_bin,frequency_cycles_per_residue,period_residues,amplitude,power,power_fraction_nonzero
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,24,0.13333333333333333,7.5,674.3670467834581,2526.5050765969045,0.0027989617034054346
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,25,0.1388888888888889,7.199999999999999,1208.5127338404552,8113.905710302949,0.008988903904666095
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,26,0.14444444444444446,6.9230769230769225,1007.2072888872078,5635.925126597329,0.006243699543186454
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,27,0.15,6.666666666666667,801.6044209246941,3569.8313758111894,0.003954799616697867
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,28,0.15555555555555556,6.428571428571429,2082.977414251862,24104.416157129846,0.02670382036106149
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,29,0.16111111111111112,6.206896551724138,1271.4934175318324,8981.641726815436,0.00995021599597425
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,30,0.16666666666666669,5.999999999999999,1555.0522675099878,13434.37530382197,0.014883129399930656
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,31,0.17222222222222222,5.806451612903226,892.2757082450103,4423.088552911859,0.004900071480183474
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,32,0.17777777777777778,5.625,1109.577998302879,6839.796301765687,0.007577395385060092
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,33,0.18333333333333335,5.454545454545454,1303.1827844750198,9434.918720844811,0.010452374079516217
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,34,0.18888888888888888,5.294117647058823,695.2830220276468,2685.6582262216507,0.002975277822815747
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,35,0.19444444444444445,5.142857142857142,1405.78794522264,10979.109705184957,0.01216308959239923
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,36,0.2,5.0,1551.8167840178346,13378.529617552527,0.014821261352002922
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,37,0.20555555555555557,4.864864864864864,1535.3151855838432,13095.515106024171,0.014507726743814897
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,38,0.2111111111111111,4.7368421052631575,1203.8641629496738,8051.605126858437,0.008919884867745781
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,39,0.21666666666666667,4.615384615384615,1694.5652769710805,15953.063766200416,0.01767343155063999
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,40,0.22222222222222224,4.5,930.2144647413627,4807.216391189222,0.0053256234090157135
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,41,0.22777777777777777,4.390243902439025,518.5291917711078,1493.736237326657,0.0016548197595144967
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,42,0.23333333333333334,4.285714285714286,2954.005334234463,48478.597303809234,0.05370649698869569
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,43,0.2388888888888889,4.186046511627906,30.228797107011644,5.076556525204864,5.624009003916359e-06
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,44,0.24444444444444446,4.090909090909091,777.4497222425133,3357.9337256386725,0.0037200510648867824
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,45,0.25,4.0,1282.9155145818731,9143.734541971513,0.0101297887924913
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,46,0.2555555555555556,3.913043478260869,1093.6775046464772,6645.169356498585,0.0073617799994828105
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,47,0.2611111111111111,3.829787234042553,623.9210354352995,2162.6525469925346,0.002395871559046185
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,48,0.26666666666666666,3.75,327.90488789620184,597.3423083678928,0.0006617593055453353
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,49,0.27222222222222225,3.6734693877551017,1156.616441300278,7432.008846033997,0.008233471736157707
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,50,0.2777777777777778,3.5999999999999996,522.8036772486809,1518.4649163596828,0.0016822151628447261
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,51,0.2833333333333333,3.5294117647058822,1436.8672319332188,11469.930234463503,0.012706839881057376
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,52,0.2888888888888889,3.4615384615384612,334.33615033313237,621.003674553216,0.000687972297720351
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,53,0.29444444444444445,3.3962264150943393,994.199897439165,5491.296867044702,0.006083474668331564
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,54,0.3,3.3333333333333335,789.7506214275461,3465.0335780288624,0.0038387004941150397
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,55,0.3055555555555556,3.2727272727272725,1330.156280639578,9829.531838471754,0.010889542013248201
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,56,0.3111111111111111,3.2142857142857144,314.6703087400176,550.0966844585445,0.0006094187449817753
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,57,0.31666666666666665,3.1578947368421053,414.1424260904978,952.8552727117968,0.001055610551473977
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,58,0.32222222222222224,3.103448275862069,546.0870567050746,1656.7281861156187,0.001835388651637293
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,59,0.3277777777777778,3.0508474576271185,629.8866691189032,2204.206755187259,0.0024419069454104324
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,60,0.33333333333333337,2.9999999999999996,1971.5742007725416,21595.02682862159,0.02392382015663305
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,61,0.3388888888888889,2.9508196721311473,439.67132824606904,1073.9493160092366,0.0011897632958478724
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,62,0.34444444444444444,2.903225806451613,452.66837923632727,1138.3814531135745,0.0012611437517567616
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,63,0.35000000000000003,2.8571428571428568,1147.2738572694634,7312.429464299739,0.008100996993442402
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,64,0.35555555555555557,2.8125,1262.2514846862116,8851.548947736363,0.00980609409813806
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,65,0.3611111111111111,2.769230769230769,154.92354487497494,133.34058198126874,0.00014771994164289155
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,66,0.3666666666666667,2.727272727272727,633.4498854997969,2229.2153191094767,0.002469612416230122
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,67,0.37222222222222223,2.6865671641791042,1647.4455184250262,15078.204089881685,0.016704227588790803
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,68,0.37777777777777777,2.6470588235294117,369.9845241617449,760.4919339955155,0.000842502878272186
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,69,0.38333333333333336,2.608695652173913,480.08447282554204,1280.45056137877,0.001418533498151752
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,70,0.3888888888888889,2.571428571428571,904.2648024398401,4542.749071842017,0.005032636109875912
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,71,0.3944444444444445,2.5352112676056335,1153.1326630946457,7387.305214976387,0.008183947295264062
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,72,0.4,2.5,815.4343256495947,3694.072996931163,0.004092439371592884
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,73,0.40555555555555556,2.4657534246575343,923.2675903627294,4735.683574523337,0.005246376540984789
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,74,0.41111111111111115,2.432432432432432,1319.31825041848,9670.003588262662,0.010712810342656047
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,75,0.4166666666666667,2.4,775.6973537647468,3342.8132479868377,0.0037033000049832383
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,76,0.4222222222222222,2.3684210526315788,378.01873119101685,793.8786729514793,0.0008794900209480311
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,77,0.4277777777777778,2.3376623376623376,1762.525851297744,17258.318758293542,0.019119444372814227
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,78,0.43333333333333335,2.3076923076923075,1627.798439708368,14720.709779538876,0.016308181329828742
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,79,0.4388888888888889,2.278481012658228,916.7963190935918,4669.530503908662,0.005173089567240587
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,80,0.4444444444444445,2.25,964.1205805984406,5164.047188519301,0.005720934602163125
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,81,0.45,2.2222222222222223,899.2136029356293,4492.139465024864,0.004976568796725519
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,82,0.45555555555555555,2.1951219512195124,324.52212562237725,585.0811667692556,0.0006481759305929119
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,83,0.46111111111111114,2.1686746987951806,1464.5809371924129,11916.651786596703,0.013201735588209819
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,84,0.4666666666666667,2.142857142857143,776.1463398152957,3346.684115603781,0.00370758830438906
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,85,0.47222222222222227,2.1176470588235294,926.9558658110358,4773.5954286749275,0.005288376784268814
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,86,0.4777777777777778,2.093023255813953,407.24902697392577,921.398722062274,0.0010207617473275625
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,87,0.48333333333333334,2.0689655172413794,254.15273585257592,358.85340634082905,0.000397551918968426
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,88,0.48888888888888893,2.0454545454545454,261.6150432994599,380.23572711432377,0.0004212400949904411
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,89,0.49444444444444446,2.0224719101123596,1066.4511895154708,6318.434108994236,0.0069998098402345305
1PKK,A,1PKK_fft_data.csv,seg000,1PKK_A_seg000,0,179,180,1,181,90,0.5,2.0,264.9374889999998,389.95485043125007,0.000432007322100625
